,player,position,team,age,birth_year,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,games,games_starts,minutes,goals_pens,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
148,Daniel Kyereh,MF,Ghana,26-285,1996,0.4,2.0,2,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,2.0,4.0,0.0,1.0,2.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0.0,0.0,0,3.0,0.0,1.0,0.0,23.0,19.0,4.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,18.0,0.0,0.0,78.3,257.0,43.0,10.0,10.0,100.0,7.0,7.0,100.0,1.0,6.0,16.7,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,31.0,3.0,9.0,10.0,12.0,0.0,31.0,2.0,2.0,100.0,1.0,2.0,18.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,0,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Danilo,DF,Brazil,31-156,1991,3.1,5.0,2,2.0,2.0,1.0,2.0,3.0,66.7,1.0,2.0,1.0,1.0,3,8.0,5.0,1.0,8.0,2.87,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,1,0,8,0.0,0.0,0,17.0,4.0,1.0,80.0,269.0,245.0,23.0,2.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,230.0,1.0,2.0,85.5,3615.0,986.0,120.0,128.0,93.8,100.0,115.0,87.0,7.0,21.0,33.3,0,0.0,0.2,0.0,0.0,21.0,2.0,1.0,16.0,289.0,10.0,69.0,177.0,43.0,1.0,289.0,1.0,1.0,100.0,2.0,1.0,214.0,8.0,0,2,0,0.0,0.64,0.0,0.0,,27.7,0.0,0,0,0.0,0.0,0.02,0.0,0.0,3,3,281,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
150,Danilo Pereira,DF,Portugal,31-100,1991,1.0,2.0,2,1.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,3,5.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,2,0,0,0.0,0.0,0,4.0,5.0,1.0,83.3,78.0,76.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,87.2,1342.0,488.0,25.0,26.0,96.2,35.0,37.0,94.6,8.0,12.0,66.7,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,87.0,8.0,43.0,44.0,1.0,0.0,87.0,1.0,1.0,100.0,1.0,1.0,65.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,1,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Danny Ward,GK,Wales,29-179,1993,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,,39.0,25.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,61.5,923.0,797.0,8.0,8.0,100.0,2.0,2.0,100.0,14.0,29.0,48.3,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,42.0,32.0,40.0,2.0,0.0,0.0,42.0,0.0,0.0,,0.0,0.0,20.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,1,94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Darko Lazović,DF,Serbia,32-094,1990,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0,0.0,0.0,0.0,,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,58.3,151.0,19.0,3.0,5.0,60.0,2.0,4.0,50.0,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,7.0,3.0,0.0,14.0,0.0,0.0,,1.0,0.0,8.0,0.0,0,1,0,0.0,3.6,0.0,0.0,,27.3,0.0,0,0,0.0,0.0,0.01,0.0,0.0,1,0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
153,Darwin Núñez,FW,Uruguay,23-177,1999,2.7,3.0,2,1.0,2.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0,3.0,2.0,0.0,8.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,3,0,4,0.0,0.0,0,6.0,5.0,10.0,33.3,56.0,53.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,62.5,584.0,77.0,18.0,29.0,62.1,12.0,15.0,80.0,4.0,7.0,57.1,0,0.2,0.1,-0.2,1.0,0.0,1.0,1.0,1.0,85.0,1.0,10.0,30.0,46.0,5.0,85.0,0.0,4.0,0.0,11.0,6.0,61.0,24.0,0,3,1,33.3,1.13,0.37,0.0,0.0,22.4,0.0,0,0,0.4,0.4,0.13,-0.4,-0.4,3,3,240,0,0.0,0.0,0.0,0.0,0.0,0.6,0.14,0.09,0.23,0.14,0.23
154,David Raum,DF,Germany,24-240,1998,2.7,6.0,3,4.0,1.0,1.0,3.0,6.0,50.0,3.0,10.0,1.0,9.0,7,13.0,2.0,0.0,14.0,5.21,9.0,4.0,0.0,0.0,1.0,0.0,2.0,0.74,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,5,3,1,24,1.0,0.0,0,12.0,5.0,3.0,62.5,195.0,153.0,40.0,8.0,0.0,1.0,25.0,7.0,0.0,7.0,0.0,153.0,2.0,3.0,78.5,2344.0,741.0,85.0,89.0,95.5,41.0,55.0,74.5,15.0,32.0,46.9,1,0.6,0.3,0.4,7.0,9.0,6.0,3.0,13.0,229.0,4.0,49.0,85.0,99.0,6.0,229.0,2.0,4.0,50.0,5.0,3.0,138.0,13.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,3,242,0,0.0,0.37,0.37,0.0,0.37,0.6,0.0,0.22,0.22,0.0,0.22
155,David Wotherspoon,MF,Canada,32-336,1990,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,0.0,0,3.0,0.0,0.0,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,57.1,70.0,3.0,2.0,2.0,100.0,2.0,4.0,50.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,3.0,5.0,0.0,9.0,1.0,1.0,100.0,0.0,0.0,7.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Davy Klaassen,MF,Netherlands,29-300,1993,2.1,3.0,2,2.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,1,4.0,2.0,0.0,7.0,3.32,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.95,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,3,0,2,0.0,0.0,0,14.0,2.0,2.0,50.0,77.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,1.0,76.6,752.0,156.0,39.0,48.0,81.3,17.0,23.0,73.9,2.0,2.0,100.0,2,0.3,0.1,1.7,4.0,6.0,1.0,0.0,4.0,96.0,2.0,17.0,45.0,34.0,6.0,96.0,0.0,1.0,0.0,4.0,3.0,65.0,9.0,1,2,1,50.0,0.95,0.47,0.5,1.0,9.9,0.0,0,0,0.2,0.2,0.12,0.8,0.8,4,3,190,1,0.47,0.95,1.42,0.47,1.42,0.5,0.11,0.14,0.25,0.11,0.25
157,Dayot Upamecano,DF,France,24-052,1998,5.3,11.0,7,10.0,1.0,0.0,6.0,6.0,100.0,0.0,5.0,4.0,1.0,6,17.0,13.0,0.0,13.0,2.6,12.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,3,0,0,0.0,1.0,0,33.0,7.0,7.0,50.0,351.0,344.0,5.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,314.0,2.0,3.0,89.5,6831.0,2194.0,83.0,88.0,94.3,172.0,179.0,96.1,55.0,74.0,74.3,0,0.1,0.1,-0.1,2.0,28.0,0.0,0.0,19.0,393.0,26.0,158.0,234.0,5.0,2.0,393.0,0.0,0.0,,1.0,1.0,291.0,1.0,0,1,0,0.0,0.19,0.0,0.0,,9.7,0.0,0,0,0.0,0.0,0.05,0.0,0.0,5,5,480,0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03
158,DeAndre Yedlin,DF,United States,29-162,1993,0.4,2.0,1,1.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,2.0,5.45,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.73,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,4,0.0,0.0,0,1.0,1.0,0.0,100.0,28.0,23.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,67.9,289.0,115.0,7.0,9.0,77.8,9.0,14.0,64.3,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,2.0,8.0,10.0,14.0,2.0,32.0,0.0,0.0,,1.0,0.0,15.0,1.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,0,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,Declan Rice,MF,England,23-338,1999,4.6,6.0,5,0.0,5.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,1.0,11,17.0,5.0,0.0,6.0,1.29,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2,0,4,0.0,0.0,0,29.0,3.0,3.0,50.0,322.0,320.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,93.2,5456.0,1141.0,124.0,125.0,99.2,143.0,155.0,92.3,29.0,34.0,85.3,0,0.0,0.1,0.0,1.0,18.0,2.0,0.0,14.0,362.0,13.0,84.0,247.0,34.0,4.0,362.0,0.0,3.0,0.0,1.0,2.0,271.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,5,5,417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
160,Dejan Lovren,DF,Croatia,33-166,1989,6.7,7.0,2,5.0,1.0,1.0,3.0,5.0,60.0,2.0,7.0,5.0,2.0,6,13.0,29.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,5,1,3,0.0,0.0,0,31.0,17.0,6.0,73.9,460.0,444.0,15.0,14.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,405.0,1.0,4.0,88.0,7863.0,2519.0,137.0,150.0,91.3,219.0,235.0,93.2,44.0,65.0,67.7,1,0.0,0.1,1.0,1.0,14.0,1.0,1.0,16.0,515.0,55.0,243.0,264.0,11.0,4.0,515.0,0.0,0.0,,1.0,0.0,381.0,1.0,0,4,0,0.0,0.6,0.0,0.0,,14.8,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,6,6,600,0,0.0,0.15,0.15,0.0,0.15,0.3,0.04,0.01,0.05,0.04,0.05
161,Denis Odoi,DF,Ghana,34-205,1988,0.1,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,0.0,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,27.0,16.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,2.0,0.0,0.0,7.0,0.0,0.0,,0.0,0.0,1.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Denis Zakaria,MF,Switzerland,26-028,1996,0.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,3,3.0,1.0,0.0,1.0,1.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2,0,0,0.0,0.0,0,5.0,1.0,2.0,33.3,23.0,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,87.0,356.0,83.0,10.0,12.0,83.3,8.0,9.0,88.9,2.0,2.0,100.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,32.0,1.0,6.0,21.0,7.0,0.0,32.0,0.0,2.0,0.0,1.0,1.0,20.0,2.0,0,1,0,0.0,1.53,0.0,0.0,,25.4,0.0,0,0,0.0,0.0,0.05,0.0,0.0,2,0,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
163,Denzel Dumfries,DF,Netherlands,26-244,1996,5.3,8.0,5,7.0,1.0,0.0,5.0,6.0,83.3,1.0,5.0,1.0,4.0,7,15.0,6.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,2,1,1,17,7,2,8,0.0,1.0,0,16.0,9.0,10.0,47.4,217.0,167.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,149.0,0.0,8.0,68.7,2270.0,742.0,83.0,101.0,82.2,59.0,82.0,72.0,5.0,22.0,22.7,2,0.3,0.4,1.7,2.0,7.0,6.0,0.0,15.0,274.0,7.0,54.0,132.0,90.0,12.0,274.0,0.0,8.0,0.0,13.0,7.0,169.0,14.0,1,1,1,100.0,0.19,0.19,1.0,1.0,8.7,0.0,0,0,0.4,0.4,0.38,0.6,0.6,5,5,479,1,0.19,0.38,0.56,0.19,0.56,0.7,0.08,0.06,0.14,0.08,0.14
164,Devis Epassy,GK,Cameroon,29-319,1993,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0,1.0,2.0,0.0,100.0,83.0,51.0,32.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,68.7,2043.0,1646.0,5.0,5.0,100.0,24.0,24.0,100.0,28.0,54.0,51.9,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,93.0,78.0,92.0,1.0,0.0,0.0,93.0,0.0,0.0,,0.0,0.0,32.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,2,180,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Diego Godín,DF,Uruguay,36-305,1986,1.7,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0,6.0,8.0,2.0,80.0,103.0,101.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,84.5,1827.0,515.0,26.0,32.0,81.3,47.0,54.0,87.0,13.0,16.0,81.3,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,116.0,5.0,43.0,72.0,1.0,1.0,116.0,0.0,0.0,,0.0,0.0,78.0,1.0,0,1,0,0.0,0.6,0.0,0.0,,10.6,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,2,2,151,0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.03,0.03
166,Diogo Costa,GK,Portugal,23-090,1999,5.0,1.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,4.0,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,9.0,0.0,1.0,0.0,160.0,117.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,2.0,1.0,70.6,2890.0,2021.0,20.0,20.0,100.0,64.0,65.0,98.5,29.0,72.0,40.3,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,170.0,156.0,170.0,0.0,0.0,0.0,170.0,0.0,0.0,,0.0,1.0,87.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,5,5,450,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
167,Diogo Dalot,DF,Portugal,23-275,1999,2.9,8.0,6,7.0,1.0,0.0,8.0,8.0,100.0,0.0,7.0,2.0,5.0,2,10.0,1.0,0.0,9.0,3.14,5.0,1.0,1.0,1.0,1.0,0.0,2.0,0.7,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,9,0.0,0.0,0,13.0,6.0,3.0,66.7,147.0,127.0,19.0,1.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,112.0,1.0,2.0,76.2,2152.0,522.0,52.0,60.0,86.7,40.0,50.0,80.0,17.0,29.0,58.6,2,0.7,0.4,1.3,4.0,7.0,4.0,1.0,7.0,172.0,7.0,45.0,80.0,47.0,5.0,172.0,1.0,3.0,33.3,2.0,1.0,104.0,6.0,0,1,1,100.0,0.35,0.35,0.0,0.0,29.8,0.0,0,0,0.0,0.0,0.04,0.0,0.0,3,3,258,0,0.0,0.7,0.7,0.0,0.7,0.8,0.01,0.25,0.26,0.01,0.26
168,Djibril Sow,MF,Switzerland,25-315,1997,2.9,2.0,1,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,4.0,0.0,0.0,5.0,1.7,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.68,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,7,0,1,0.0,0.0,0,9.0,1.0,2.0,33.3,97.0,94.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1.0,86.6,1395.0,282.0,36.0,42.0,85.7,40.0,42.0,95.2,7.0,8.0,87.5,1,0.2,0.2,0.8,3.0,5.0,4.0,0.0,9.0,115.0,1.0,11.0,72.0,33.0,3.0,115.0,0.0,2.0,0.0,4.0,2.0,88.0,11.0,0,2,0,0.0,0.68,0.0,0.0,,15.6,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,4,4,264,0,0.0,0.34,0.34,0.0,0.34,0.3,0.06,0.06,0.12,0.06,0.12
169,Djorkaeff Reasco,FW,Ecuador,23-334,1999,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,21.0,9.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,,1.0,1.0,4.0,2.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,0,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Dominik Livaković,GK,Croatia,27-343,1995,7.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0.0,1.0,0,11.0,1.0,0.0,100.0,228.0,166.0,62.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,1.0,85.1,4572.0,3311.0,67.0,67.0,100.0,81.0,81.0,100.0,43.0,76.0,56.6,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,245.0,224.0,245.0,0.0,0.0,0.0,245.0,0.0,0.0,,0.0,0.0,112.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,7,7,690,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Dries Mertens,MF,Belgium,35-226,1987,0.8,2.0,0,1.0,1.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0,5.0,5.92,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0.0,0.0,0,2.0,0.0,0.0,,33.0,30.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,22.0,0.0,1.0,66.7,344.0,129.0,16.0,22.0,72.7,2.0,2.0,100.0,4.0,8.0,50.0,0,0.1,0.1,-0.1,3.0,1.0,0.0,0.0,1.0,39.0,0.0,3.0,16.0,20.0,5.0,39.0,1.0,1.0,100.0,1.0,0.0,28.0,7.0,0,3,1,33.3,3.55,1.18,0.0,0.0,14.7,0.0,0,0,0.8,0.8,0.27,-0.8,-0.8,2,1,76,0,0.0,0.0,0.0,0.0,0.0,0.9,0.94,0.17,1.11,0.94,1.11
172,Dušan Tadić,MF,Serbia,34-028,1988,2.9,4.0,2,0.0,4.0,0.0,2.0,3.0,66.7,1.0,4.0,1.0,3.0,1,5.0,0.0,0.0,14.0,4.9,10.0,4.0,0.0,0.0,0.0,0.0,2.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,7,4,1,17,0.0,0.0,0,10.0,0.0,0.0,,127.0,108.0,17.0,7.0,2.0,1.0,1.0,9.0,4.0,5.0,0.0,90.0,2.0,3.0,70.9,1402.0,501.0,50.0,59.0,84.7,31.0,40.0,77.5,6.0,17.0,35.3,2,0.7,1.1,1.3,10.0,8.0,9.0,2.0,14.0,150.0,1.0,8.0,59.0,85.0,8.0,150.0,3.0,6.0,50.0,8.0,3.0,114.0,14.0,0,1,0,0.0,0.35,0.0,0.0,,13.3,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,3,3,257,0,0.0,0.7,0.7,0.0,0.7,0.8,0.03,0.25,0.28,0.03,0.28
173,Dušan Vlahović,FW,Serbia,22-324,2000,0.9,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0.0,0.0,0,3.0,2.0,2.0,50.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,54.5,105.0,20.0,2.0,6.0,33.3,2.0,2.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,3.0,8.0,8.0,3.0,19.0,0.0,1.0,0.0,3.0,1.0,13.0,3.0,1,3,3,100.0,3.42,3.42,0.33,0.33,10.9,0.0,0,0,0.8,0.8,0.27,0.2,0.2,2,1,79,1,1.14,0.0,1.14,1.14,1.14,0.8,0.92,0.0,0.92,0.92,0.92
